Weather Station,Count
722453-99999,24
943070-99999,24
038060-99999,24
722024-99999,24
305990-99999,24
604030-99999,24
257050-99999,24
718431-99999,24
717770-99999,24
605140-99999,24
717700-99999,24
133290-99999,24
999999-14991,24
828790-99999,24
416300-99999,24
999999-14944,24
917790-99999,24
943160-99999,24
617330-99999,24
085580-99999,24
949570-99999,24
871710-99999,24
024430-99999,24
999999-24283,24
258160-99999,24
999999-14740,24
380080-99999,24
999999-14777,24
999999-24128,24
061990-99999,24
013410-99999,24
999999-14622,24
725118-14751,24
033420-99999,24
414660-99999,24
100465-99999,24
722029-99999,24
956590-99999,24
999999-26516,24
999999-26519,24
999999-26529,24
999999-26523,24
719284-99999,24
717840-99999,24
071650-99999,24
085400-99999,24
740720-99999,24
240510-99999,24
332990-99999,24
727500-99999,24
101935-99999,24
948960-99999,24
384440-99999,24
719143-99999,24
414430-99999,24
247900-99999,24
724363-13803,24
714980-99999,24
865450-99999,24
260500-99999,24
066590-99999,24
949999-00252,24
368940-99999,24
804103-99999,24
740740-99999,24
419330-99999,24
603950-99999,24
113020-99999,24
549090-99999,24
717720-99999,24
603530-99999,24
999999-41606,24
294830-99999,24
040870-99999,24
717160-99999,24
712160-99999,24
130330-99999,24
716180-99999,24
717820-99999,24
918260-99999,24
423830-99999,24
717690-99999,24
286470-99999,24
100010-99999,24
238130-99999,24
727457-99999,24
717740-99999,24
242630-99999,24
569860-99999,24
315450-99999,24
605170-99999,24
013510-99999,24
570230-99999,24
256270-99999,24
130210-99999,24
037260-99999,24
785010-11807,24
726458-99999,24
949840-99999,24
783650-99999,24
992430-99999,24
115090-99999,24
130080-99999,24
605570-99999,24
541920-99999,24
838130-99999,24
021420-99999,24
957650-99999,23
031850-99999,23
110190-99999,23
025050-99999,23
368970-99999,23
945740-99999,23
786310-99999,23
066790-99999,23
142160-99999,23
066330-99999,23
144440-99999,23
021470-99999,23
067350-99999,23
143700-99999,23
959700-99999,23
109210-99999,23
820260-99999,23
144720-99999,23
994180-99999,23
140120-99999,23
782593-99999,23
140070-99999,23
374610-99999,23
063310-99999,23
711760-99999,23
992420-99999,23
128150-99999,23
539290-99999,23
722108-99999,23
113450-99999,23
039050-99999,23
406740-99999,23
725111-14751,23
897690-99999,23
143140-99999,23
715200-99999,23
942390-99999,23
289930-99999,23
067440-99999,23
727458-99999,23
023430-99999,23
066090-99999,23
722666-99999,23
022450-99999,23
076520-99999,23
116520-99999,23
066190-99999,23
025750-99999,23
362460-99999,23
375630-99999,23
722420-99999,23
063120-99999,23
167150-99999,23
382290-99999,23
063210-99999,23
407940-99999,23
063160-99999,23
876430-99999,23
026440-99999,23
013750-99999,23
552940-99999,23
286300-99999,23
432750-99999,23
151650-99999,23
702185-99999,23
062850-99999,23
788076-99999,23
994330-99999,23
173200-99999,23
480640-99999,23
426930-99999,23
144310-99999,23
428740-99999,23
406230-99999,23
859210-99999,23
994280-99999,23
862183-99999,23
715160-99999,23
999999-13904,23
888900-99999,23
022600-99999,23
060330-99999,23
477473-99999,23
248980-99999,23
727459-99999,23
317040-99999,23
140210-99999,23
994230-99999,23
368170-99999,23
427990-99999,23
020640-99999,23
103170-99999,23
943750-99999,23
725306-14855,23
513560-99999,23
267370-99999,23
897680-99999,23
105030-99999,23
023380-99999,23
031480-99999,23
067450-99999,23
723139-93729,23
140310-99999,23
484540-99999,23
785201-99999,23
992360-99999,23
671940-99999,23
021510-99999,23
402800-99999,23
022690-99999,23
112480-99999,23
479425-99999,23
025550-99999,23
893240-99999,23
724815-99999,23
931840-99999,23
632500-99999,23
024760-99999,23
026250-99999,23
948470-99999,23
409860-99999,23
783480-99999,23
744655-99999,23
711840-99999,23
994080-99999,23
144470-99999,23
723900-99999,23
701195-99999,23
725784-99999,23
711470-99999,23
310920-99999,23
112600-99999,23
063080-99999,23
725627-99999,23
063480-99999,23
014810-99999,23
025000-99999,23
037020-99999,23
947660-99999,23
161300-99999,23
022420-99999,23
067170-99999,23
020550-99999,23
727925-99999,23
994110-99999,23
725958-99999,23
783510-99999,23
024080-99999,23
067270-99999,23
606900-99999,23
947630-99999,23
719053-99999,23
407670-99999,23
719750-99999,23
355190-99999,23
405700-99999,23
958550-99999,23
484020-99999,23
259140-99999,23
032750-99999,23
947860-99999,23
715510-99999,23
030250-99999,23
947210-99999,23
144540-99999,23
994260-99999,23
066010-99999,23
067220-99999,23
858180-99999,23
715030-99999,23
164594-33126,23
726579-99999,23
679670-99999,23
954810-99999,23
014980-99999,23
724586-13922,23
034970-99999,23
999999-93997,23
021080-99999,23
789220-99999,23
021610-99999,23
268460-99999,23
116920-99999,23
144620-99999,23
632300-99999,23
024560-99999,23
896740-99999,23
379570-99999,23
719600-99999,23
023550-99999,23
104440-99999,23
941270-99999,23
724398-99999,23
246430-99999,23
063230-99999,23
021810-99999,23
062520-99999,23
292650-99999,23
066210-99999,23
132240-99999,23
025670-99999,23
726394-99999,23
141060-99999,23
023250-99999,23
932450-99999,23
066310-99999,23
061110-99999,23
235160-99999,23
131300-99999,23
406290-99999,23
140090-99999,23
143210-99999,23
715130-99999,23
680120-99999,23
026050-99999,23
407080-99999,23
994390-99999,23
722121-12809,23
037170-99999,23
712110-99999,23
725566-99999,23
352340-99999,23
946690-99999,23
023680-99999,23
789580-99999,23
787838-99999,23
639950-99999,23
257010-99999,23
141120-99999,23
716110-99999,23
994400-99999,23
067050-99999,23
026280-99999,23
013390-99999,23
703626-25323,23
959300-99999,23
426310-99999,23
249330-99999,23
783170-99999,23
712300-99999,23
999999-93045,23
988300-99999,23
106580-99999,23
711830-99999,23
999999-22536,23
467403-99999,23
023820-99999,23
316510-99999,23
024280-99999,23
719590-26394,23
143300-99999,23
288330-99999,23
140100-99999,23
717130-99999,23
703886-99999,23
938450-99999,23
897990-99999,23
144740-99999,23
066450-99999,23
026700-99999,23
999999-12841,23
717510-99999,23
021350-99999,23
066730-99999,23
010660-99999,23
956550-99999,23
710440-99999,23
475830-99999,23
023210-99999,23
722598-99999,23
719740-99999,23
279210-99999,23
726226-99999,23
489830-99999,23
066640-99999,23
380510-99999,23
712020-99999,23
726766-99999,23
718290-99999,23
723659-99999,23
722136-99999,23
031180-99999,23
837440-99999,23
267110-99999,23
023080-99999,23
992400-99999,23
024880-99999,23
081820-99999,23
140080-99999,23
898690-99999,23
034060-99999,23
714990-99999,23
889520-99999,23
623570-99999,23
948500-99999,23
409770-99999,23
013450-99999,23
891250-68201,23
011720-99999,23
060780-99999,23
085480-99999,23
030010-99999,23
700630-27403,23
999999-24090,23
956870-99999,23
992410-99999,23
101620-99999,23
104900-99999,23
948330-99999,23
990080-99999,23
144380-99999,23
228070-99999,23
992380-99999,23
024530-99999,23
684533-99999,23
715140-99999,23
295670-99999,23
471020-99999,23
717860-99999,23
024320-99999,23
999999-26435,23
105536-99999,23
133820-99999,23
484630-99999,23
947750-99999,23
109711-99999,23
726575-99999,23
062510-99999,23
401100-99999,23
023290-99999,23
131220-99999,23
143240-99999,23
140060-99999,23
965290-99999,23
419980-99999,23
419430-99999,23
144410-99999,23
711610-99999,23
723011-13748,23
261610-99999,23
934980-99999,23
075700-99999,23
037840-99999,23
425430-99999,23
066550-99999,23
066850-99999,23
372720-99999,23
022480-99999,23
959750-99999,23
345020-99999,23
593450-99999,23
642170-99999,23
723040-93729,23
067110-99999,23
025130-99999,23
382070-99999,23
715500-99999,23
388910-99999,23
144280-99999,23
066500-99999,23
278580-99999,23
023360-99999,23
624500-99999,23
162600-99999,23
104374-99999,23
141050-99999,23
715520-99999,23
131420-99999,23
917800-99999,23
033600-99999,23
724938-99999,23
994250-99999,23
618780-99999,23
740820-99999,23
942090-99999,23
338170-99999,23
856400-99999,23
411680-99999,23
994350-99999,23
723654-99999,23
723480-99999,23
425150-99999,23
067980-99999,23
618810-99999,23
678850-99999,23
067480-99999,23
947520-99999,23
589650-99999,23
331050-99999,23
860170-99999,23
144430-99999,23
703430-25403,23
810060-99999,23
624550-99999,23
299980-99999,22
233160-99999,22
281280-99999,22
999999-94728,22
725039-99999,22
943510-99999,22
639003-99999,22
685910-99999,22
030130-99999,22
954580-99999,22
898110-99999,22
722285-99999,22
652450-99999,22
023100-99999,22
280260-99999,22
715990-99999,22
142440-99999,22
624639-99999,22
260810-99999,22
638810-99999,22
722420-12923,22
841760-99999,22
167470-99999,22
278720-99999,22
285610-99999,22
952910-99999,22
714970-99999,22
141180-99999,22
920470-99999,22
142350-99999,22
489190-99999,22
964770-99999,22
686510-99999,22
143230-99999,22
992930-99999,22
172043-99999,22
941740-99999,22
171620-99999,22
075540-99999,22
013790-99999,22
383170-99999,22
247630-99999,22
142580-99999,22
546180-99999,22
474415-99999,22
722524-99999,22
893320-99999,22
723545-99999,22
713953-99999,22
140260-99999,22
010260-99999,22
142480-99999,22
036600-99999,22
952950-99999,22
085600-99999,22
142530-99999,22
238080-99999,22
422650-99999,22
389210-99999,22
898720-99999,22
723675-99999,22
944620-99999,22
947640-99999,22
269740-99999,22
369380-99999,22
949220-99999,22
893140-99999,22
685810-99999,22
725089-99999,22
420620-99999,22
170880-99999,22
999999-13973,22
724925-23240,22
269230-99999,22
948900-99999,22
766910-99999,22
238270-99999,22
036030-99999,22
999999-23152,22
229060-99999,22
022210-99999,22
013650-99999,22
999999-23043,22
142340-99999,22
025740-99999,22
228140-99999,22
713190-99999,22
368460-99999,22
218210-99999,22
030500-99999,22
073820-99999,22
949510-99999,22
957710-99999,22
640720-99999,22
085610-99999,22
409840-99999,22
765905-99999,22
687380-99999,22
343440-99999,22
681830-99999,22
711800-99999,22
999999-03820,22
943190-99999,22
140150-99999,22
999999-03840,22
714963-99999,22
948540-99999,22
111740-99999,22
992620-99999,22
032650-99999,22
959730-99999,22
747550-99999,22
039040-99999,22
716420-99999,22
841630-99999,22
672430-99999,22
107275-99999,22
685890-99999,22
420990-99999,22
994240-99999,22
228260-99999,22
021760-99999,22
957190-99999,22
726559-99999,22
920350-99999,22
428600-99999,22
142190-99999,22
663050-99999,22
150880-99999,22
718964-99999,22
686470-99999,22
442450-99999,22
479110-99999,22
675430-99999,22
727554-99999,22
723894-99999,22
042050-99999,22
257000-99999,22
684810-99999,22
945960-99999,22
022320-99999,22
142320-99999,22
724937-99999,22
236120-99999,22
684030-99999,22
604170-99999,22
911976-99999,22
025700-99999,22
035980-99999,22
325320-99999,22
332150-99999,22
105550-99999,22
682710-99999,22
488060-99999,22
716040-99999,22
676620-99999,22
958070-99999,22
711420-99999,22
939470-99999,22
264470-99999,22
285020-99999,22
272960-99999,22
948620-99999,22
783660-99999,22
143080-99999,22
249280-99999,22
037850-99999,22
116240-99999,22
992820-99999,22
824870-99999,22
781040-99999,22
084530-99999,22
944050-99999,22
918020-99999,22
836170-99999,22
142400-99999,22
681550-99999,22
238590-99999,22
143280-99999,22
726068-99999,22
747300-99999,22
237480-99999,22
718060-99999,22
957740-99999,22
561710-99999,22
804780-99999,22
948320-99999,22
140140-99999,22
029070-99999,22
030570-99999,22
325390-99999,22
408570-99999,22
035220-99999,22
948780-99999,22
311020-99999,22
890040-99999,22
716340-99999,22
941160-99999,22
725057-99999,22
727883-24220,22
744976-99999,22
946780-99999,22
936780-99999,22
286330-99999,22
726116-94765,22
722599-99999,22
724797-23176,22
250170-99999,22
701043-99999,22
800740-99999,22
141210-99999,22
131570-99999,22
111940-99999,22
722673-99999,22
722039-99999,22
151400-99999,22
725056-99999,22
992540-99999,22
140230-99999,22
957530-99999,22
920870-99999,22
085110-99999,22
682580-99999,22
339210-99999,22
143070-99999,22
685230-99999,22
106405-99999,22
999999-12836,22
992300-99999,22
999999-12918,22
011680-99999,22
992260-99999,22
836420-99999,22
725099-99999,22
261200-99999,22
031310-99999,22
919600-99999,22
061430-99999,22
858200-99999,22
832140-99999,22
876410-99999,22
920040-99999,22
063850-99999,22
713920-99999,22
037780-99999,22
725055-99999,22
837830-99999,22
304130-99999,22
417420-99999,22
855610-99999,22
100480-99999,22
112320-99999,22
430830-99999,22
956660-99999,22
999999-14836,22
257150-99999,22
014460-99999,22
601650-99999,22
999999-14758,22
010510-99999,22
077380-99999,22
237450-99999,22
999999-14601,22
155253-99999,22
277520-99999,22
726067-99999,22
141200-99999,22
837040-99999,22
999999-26512,22
489160-99999,22
766490-99999,22
789060-99999,22
593620-99999,22
920440-99999,22
023760-99999,22
101850-99999,22
945730-99999,22
670220-99999,22
144450-99999,22
142360-99999,22
012150-99999,22
943450-99999,22
142410-99999,22
239190-99999,22
724697-99999,22
036950-99999,22
711226-99999,22
687150-99999,22
011380-99999,22
920140-99999,22
949999-00145,22
957730-99999,22
022000-99999,22
607320-99999,22
943280-99999,22
082190-99999,22
022780-99999,22
021440-99999,22
678630-99999,22
898650-99999,22
833760-99999,22
631750-99999,22
349760-99999,22
725204-99999,22
949999-00348,22
684870-99999,22
423110-99999,22
918310-99999,22
724099-99999,22
631252-99999,22
726695-99999,22
170860-99999,22
956040-99999,22
745965-13756,22
555690-99999,22
489980-99999,22
826680-99999,22
140240-99999,22
789460-99999,22
897440-99999,22
245880-99999,22
726560-99999,22
030720-99999,22
284300-99999,22
246440-99999,22
143820-99999,22
166060-99999,22
719156-99999,22
413600-99999,22
743946-99999,22
722329-99999,22
920760-99999,22
067510-99999,22
479350-99999,22
024500-99999,22
251500-99999,22
952050-99999,22
102810-99999,22
376930-99999,22
142460-99999,22
142560-99999,22
403720-99999,22
941210-99999,22
999999-94908,22
955810-99999,22
837870-99999,22
725837-99999,22
687470-99999,22
172030-99999,22
583340-99999,22
062480-99999,22
410140-99999,21
994420-99999,21
945510-99999,21
837750-99999,21
315830-99999,21
031200-99999,21
744940-99999,21
689210-99999,21
039660-99999,21
895040-99999,21
714130-99999,21
685580-99999,21
703816-99999,21
724289-99999,21
725215-99999,21
956120-99999,21
937080-99999,21
725074-99999,21
012160-99999,21
726377-99999,21
837190-99999,21
947830-99999,21
074200-99999,21
549290-99999,21
060890-99999,21
683490-99999,21
223020-99999,21
956250-99999,21
287050-99999,21
723760-99999,21
945700-99999,21
689350-99999,21
949590-99999,21
710590-99999,21
944290-99999,21
689120-99999,21
956350-99999,21
689250-99999,21
710460-99999,21
992050-99999,21
684740-99999,21
103250-99999,21
958670-99999,21
023370-99999,21
949170-99999,21
787880-99999,21
293790-99999,21
024870-99999,21
